Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S285348192,Southern Brown Kiwi (Stewart I.),Apteryx australis lawryi,23,3,NZ-STL,Southland District,L2549704,Horseshoe Bay,-46.87679,168.13116,2025-11-20,10:00 PM,eBird - Traveling Count,90,1,6.437,,7
S170794920,Brant,Branta bernicla,314,60,US-NY,Kings,L385839,Salt Marsh Nature Center at Marine Park,40.599946,-73.9243268,2024-04-28,09:26 AM,eBird - Traveling Count,302,1,7.268,,4,,,Absolutely lovely day on the salt marsh
S173558530,Brant,Branta bernicla,314,40,US-NY,Kings,L385839,Salt Marsh Nature Center at Marine Park,40.599946,-73.9243268,2024-05-11,08:04 AM,eBird - Traveling Count,266,1,5.759,,4
S207829387,Brant,Branta bernicla,314,400,US-NY,Kings,L671525,Shirley Chisholm SP (Fountain Ave. Landfill),40.6472791,-73.8624734,2025-01-03,09:31 AM,eBird - Traveling Count,110,1,4.188,,3
S204857051,Brant,Branta bernicla,314,9,US-NY,Nassau,L464792,Cow Meadow Park and Preserve,40.6327036,-73.5697146,2024-12-08,01:38 PM,eBird - Traveling Count,28,1,.578,,2
S207518961,Brant,Branta bernicla,314,30,US-NY,Nassau,L109146,Jones Beach SP--Coast Guard Station,40.5888889,-73.5566667,2025-01-01,01:35 PM,eBird - Traveling Count,17,1,.448,,2
S207518864,Brant,Branta bernicla,314,350,US-NY,Nassau,L1845933,Jones Beach SP--Field 10,40.6017384,-73.5144666,2025-01-01,02:06 PM,eBird - Traveling Count,20,1,.533,,2
S204839779,Brant,Branta bernicla,314,8,US-NY,Nassau,L109044,Point Lookout,40.5872222,-73.5772222,2024-12-08,11:59 AM,eBird - Traveling Count,40,1,.561,,2
S204833111,Brant,Branta bernicla,314,200,US-NY,Nassau,L1870410,Point Lookout--Firemans Park,40.5919777,-73.5755787,2024-12-08,11:28 AM,eBird - Traveling Count,28,1,.852,,2
S177077083,Brant,Branta bernicla,314,3,US-NY,New York,L555894,Governors Island (N.Y. County),40.6885372,-74.0189759,2024-05-25,02:34 PM,eBird - Traveling Count,74,1,2.633,,2,,,Completely got fooled by the decoy purple Martin
S166849421,Brant,Branta bernicla,314,2,US-NY,New York,L15858389,"Hudson River Park--Pier 26, TriBeCa (featuring a Tide Deck)",40.7214282,-74.0153579,2024-04-01,03:14 PM,eBird - Traveling Count,18,1,.292,,1
S166846685,Brant,Branta bernicla,314,2,US-NY,New York,L2617135,Hudson River Park--Tribeca Upland (Chambers to W Houston St.),40.7238322,-74.0116863,2024-04-01,02:52 PM,eBird - Traveling Count,20,1,.805,,1
S202047693,Brant,Branta bernicla,314,12,US-NY,New York,L1293732,Randalls Island,40.7887808,-73.9219681,2024-11-10,11:07 AM,eBird - Traveling Count,92,1,3.096,,2,,,Traveled from NE corner along hell gate and stopped checklist after abandoned golf driving range. Driving range was spectacular: abundant sparrows (5 species) all actively foraging and calling. Water was a little slower than expected but got to see a kestrel make a very lazy pass at a chickadee.
S207228560,Brant,Branta bernicla,314,200,US-NY,New York,L1293732,Randalls Island,40.7887808,-73.9219681,2024-12-30,11:07 AM,eBird - Traveling Count,146,1,5.763,,2
S211508093,Brant,Branta bernicla,314,400,US-NY,New York,L1293732,Randalls Island,40.7887808,-73.9219681,2025-02-01,10:12 AM,eBird - Traveling Count,95,1,2.601,,2,,,"A really delightful winter day at Randall’s. Went from NE corner along kill and then finished at old golf range. Plentiful flocks of geese, gulls and shovelers along the NE corner. Finally made some progress on my gull ID by picking out an immature GBBG from afar. Highlight of the day was far and away the lifer Greater Scaup hanging out with an equally cute bufflehead in the western end of the Bronx kill. We ended up calling things short as the wind and chill were starting to get to us, but not before we had sparrow redemption with confident sightings of field sparrows (which we had mistaken a chipping sparrow for on our last visit). I had been very much hoping for an American tree sparrow too which all too briefly popped out at the very end. Only major dip was on the local kestrel(s) which we had hopped to catch up with."
S223127889,Brant,Branta bernicla,314,17,US-NY,New York,L1293732,Randalls Island,40.7887808,-73.9219681,2025-04-05,08:32 AM,eBird - Traveling Count,140,1,5.428,,2
S233242440,Brant,Branta bernicla,314,200,US-NY,New York,L1293732,Randalls Island,40.7887808,-73.9219681,2025-05-04,06:55 AM,eBird - Traveling Count,157,1,4.875,,1,,,"Felt like kind of a slow day based on the prime weather conditions, but also didn’t get to complete a loop of the island either. Highlights were the gregarious Fish Crows making mischief across the ballfields, haranguing starlings and poking into the lights on the fields. Also it was wonderful to get close looks at the Warbling Vireos in the freshwater wetlands."
S202060552,Brant,Branta bernicla,314,36,US-NY,New York,L1785369,Randalls Island--Southwest section,40.7836216,-73.9351181,2024-11-10,01:54 PM,eBird - Traveling Count,17,1,1.047,,2,,,"Walked from southeast corner to pedestrian bridge. Pretty quiet, but great FOS Brant sighting and possibly the largest RTHA we’ve ever seen."
S136279592,Brant,Branta bernicla,314,X,US-NY,New York,L22032456,West Side Highway,40.733707,-74.010655,2023-05-06,,eBird - Casual Observation,,0,,,1
S204725512,Brant,Branta bernicla,314,100,US-NJ,Ocean,L161004,Barnegat Lighthouse SP,39.7633333,-74.1058333,2024-12-07,12:25 PM,eBird - Traveling Count,158,1,3.802,,2
S202825011,Brant,Branta bernicla,314,3,US-NY,Queens,L1059216,Fort Tilden--Fishermans Parking Lot,40.5572434,-73.898989,2024-11-17,10:06 AM,eBird - Traveling Count,88,1,1.291,,3
S162264673,Brant,Branta bernicla,314,X,US-NY,Queens,L109145,Jamaica Bay Wildlife Refuge--West Pond,40.6188482,-73.8307995,2024-02-19,10:26 AM,eBird - Traveling Count,203,1,5.057,,2
S169012044,Brant,Branta bernicla,314,100,US-NY,Queens,L5415453,LaGuardia Airport (LGA),40.7772619,-73.8739237,2024-04-17,07:59 AM,eBird - Stationary Count,46,1,,,1,,Estimated due to fence obscuring complete view
S162265881,Brant,Branta bernicla,314,X,US-NY,Queens,L12427956,Sunset Cove Park,40.5985632,-73.8231237,2024-02-19,02:14 PM,eBird - Traveling Count,33,1,1.256,,2
S217527713,Brant (Pale-bellied),Branta bernicla hrota,316,300,US-NY,New York,L1293732,Randalls Island,40.7887808,-73.9219681,2025-03-09,08:56 AM,eBird - Traveling Count,218,1,7.081,,2,,,dope Randall's day with Mr Meadows!
S215256795,Brant (Pale-bellied),Branta bernicla hrota,316,66,US-NY,Queens,L40575934,Brooklyn Pelagic Trip (American Princess) 02222025 A (inshore),40.5448989,-73.9020671,2025-02-22,06:21 AM,eBird - Traveling Count,40,1,13.959,,67,,,"Part of a 12-hour pelagic aboard the American Princess, departing from Sheepshead Bay in Brooklyn. Captain Frank DeSantis, and leaders Doug Gochfeld, Sean Sime, Jay McGowan, Andy Guthrie, and Jason Denesevich. Mates Jack, Mitchell, and Celia, and Christine in the galley.    Inshore section, rounding Breezy Point just after first light and paralleling the shore for a little while before angling farther out. Very good numbers of scoters flying around, as well as our first alcids of the day."
S250338734,Canada Goose,Branta canadensis,342,50,US-CO,Adams,L167924,Rocky Mountain Arsenal NWR (Please use more specific locations),39.8209707,-104.8680639,2025-06-14,09:22 AM,eBird - Traveling Count,170,1,23.277,,2
S167783681,Canada Goose,Branta canadensis,342,2,US-NY,Cayuga,L886774,Montezuma (NMWMA)--Howland Island--HQ Pond,43.0755965,-76.6778755,2024-04-08,01:59 PM,eBird - Traveling Count,32,0,1.322,,2,,,Didn’t have time at the end to count all the waterfowl in the pond cause the sun disappeared.
S250345373,Canada Goose,Branta canadensis,342,40,US-CO,Denver,L883813,Rocky Mountain Lake Park,39.7824006,-105.0299138,2025-06-14,02:33 PM,eBird - Traveling Count,23,1,1.62,,1
S219681964,Canada Goose,Branta canadensis,342,12,US-MA,Dukes,L41445515,Edgartown Memorial Wharf,41.389222,-70.510248,2025-03-20,05:39 PM,eBird - Stationary Count,51,1,,,2
S219586417,Canada Goose,Branta canadensis,342,8,US-MA,Dukes,L207434,Felix Neck Wildlife Sanctuary (Mass Audubon),41.41449,-70.56464,2025-03-20,08:34 AM,eBird - Traveling Count,65,1,2.631,,2
S278619128,Canada Goose,Branta canadensis,342,22,US-MA,Dukes,L207434,Felix Neck Wildlife Sanctuary (Mass Audubon),41.41449,-70.56464,2025-10-11,10:03 AM,eBird - Traveling Count,113,1,1.839,,1
S266551513,Canada Goose,Branta canadensis,342,4,US-MA,Dukes,L51246264,Hines Point,41.450919,-70.591762,2025-08-11,07:42 AM,eBird - Stationary Count,12,1,,,1
S267258256,Canada Goose,Branta canadensis,342,7,US-MA,Dukes,L51246264,Hines Point,41.450919,-70.591762,2025-08-14,05:51 PM,eBird - Traveling Count,29,1,.867,,2
S267566470,Canada Goose,Branta canadensis,342,6,US-MA,Dukes,L51246264,Hines Point,41.450919,-70.591762,2025-08-16,07:50 AM,eBird - Traveling Count,35,1,1.899,,1
S219665103,Canada Goose,Branta canadensis,342,50,US-MA,Dukes,L2397004,Katama Farm and FARM Institute (TTOR),41.3586029,-70.5171633,2025-03-19,06:57 PM,eBird - Traveling Count,17,1,.602,,3,,,Very cool twilight birding session. Went looking for a flock of pipits and ended up surrounded by horned larks!
S219276186,Canada Goose,Branta canadensis,342,4,US-MA,Dukes,L4827905,Lake Tashmoo,41.4607391,-70.6249237,2025-03-18,11:54 AM,eBird - Stationary Count,3,1,,,2,,,From Tashmoo Woods kayak launch
S219944872,Canada Goose,Branta canadensis,342,2,US-MA,Dukes,L4827905,Lake Tashmoo,41.4607391,-70.6249237,2025-03-22,08:25 AM,eBird - Traveling Count,19,1,.901,,2
S278555181,Canada Goose,Branta canadensis,342,30,US-MA,Dukes,L10092349,"Lighthouse Beach, Edgartown",41.3905209,-70.5027817,2025-10-11,09:26 AM,eBird - Traveling Count,16,1,.425,,1
S219479656,Canada Goose,Branta canadensis,342,1,US-MA,Dukes,L9805331,Little Beach,41.3986081,-70.5077648,2025-03-19,03:48 PM,eBird - Traveling Count,49,1,1.612,,2
S219392746,Canada Goose,Branta canadensis,342,2,US-MA,Dukes,L2040230,Long Point Wildlife Refuge (TTOR),41.3545043,-70.6384742,2025-03-19,08:29 AM,eBird - Traveling Count,50,1,1.703,,2,,,"Amazingly beautiful morning at the beach! Saw so many birds and the grass and dunes and ponds and beach were stunning in the morning light. Highlights of the morning were the 5 Eastern Meadowlarks cavorting about the southern end of the park and, for me personally, the FOY Eastern Phoebe singing by the parking lot."
S219206997,Canada Goose,Branta canadensis,342,3,US-MA,Dukes,L1322549,Upper Lagoon Pond,41.4284091,-70.6013203,2025-03-18,09:05 AM,eBird - Traveling Count,23,1,.229,,2
S215811211,Canada Goose,Branta canadensis,342,9,US-NJ,Essex,L1478591,Newark Liberty International Airport,40.691605,-74.1796876,2025-02-28,06:27 AM,eBird - Traveling Count,62,1,1.822,,1
S165063480,Canada Goose,Branta canadensis,342,3,US-VA,Giles,L5458808,Narrows Boat Ramp,37.3367641,-80.8107331,2024-03-16,02:41 PM,eBird - Traveling Count,132,1,2.722,,1
S283591959,Canada Goose,Branta canadensis,342,4,NZ-WKO,Hauraki District,L40259640,Robert Findlay Wildlife Reserve (General),-37.1828348,175.3208542,2025-11-09,11:09 AM,eBird - Traveling Count,88,1,1.089,,2
S124783465,Canada Goose,Branta canadensis,342,X,US-AL,Jefferson,L21946837,Avondale,33.514602,-86.779028,2022-12-28,,eBird - Casual Observation,,0,,,1
S251003639,Canada Goose,Branta canadensis,342,10,US-CO,Jefferson,L268757,Chatfield SP (Jefferson Co),39.5492247,-105.0757527,2025-06-16,06:31 AM,eBird - Traveling Count,9,1,.955,,2
S239247663,Canada Goose,Branta canadensis,342,7,US-OR,Jefferson,L9332100,Suttle Lake Lodge--Cinder Beach Day Use Area,44.4268433,-121.7273737,2025-05-17,08:27 AM,eBird - Traveling Count,24,1,.915,,2,FL Recently Fledged Young
S213449627,Canada Goose,Branta canadensis,342,5,US-NY,Kings,L3311662,"BJs Wholesale Club Waterfront, Brooklyn",40.5917716,-73.9990756,2025-02-15,09:39 AM,eBird - Traveling Count,13,1,.145,,2
S167182933,Canada Goose,Branta canadensis,342,2,US-NY,Kings,L2987635,Bushwick Inlet Park (btwn Quay St.-N 9th St.),40.7239903,-73.9602041,2024-04-04,05:43 PM,eBird - Traveling Count,3,1,.238,,1
S183053872,Canada Goose,Branta canadensis,342,20,US-NY,Kings,L609644,Canarsie Beach Park,40.6258911,-73.8972616,2024-06-22,08:13 AM,eBird - Traveling Count,117,1,2.265,,4
S263162859,Canada Goose,Branta canadensis,342,3,US-NY,Kings,L4471156,Domino Park,40.7138267,-73.9684078,2025-07-27,11:44 AM,eBird - Traveling Count,17,1,1.012,,1
S164120801,Canada Goose,Branta canadensis,342,X,US-NY,Kings,L29110432,"East River, New York US-NY (40.7349,-73.9624)",40.734936,-73.96236,2024-03-08,01:00 PM,eBird - Traveling Count,5,1,.431,,2
S166672764,Canada Goose,Branta canadensis,342,4,US-NY,Kings,L29110432,"East River, New York US-NY (40.7349,-73.9624)",40.734936,-73.96236,2024-03-24,03:01 PM,eBird - Traveling Count,6,1,.464,,2
S289216616,Canada Goose,Branta canadensis,342,1,US-NY,Kings,L41095929,Emily and David’s Backyard,40.726619,-73.943063,2025-12-19,07:33 AM,eBird - Casual Observation,,0,,,2
S189245468,Canada Goose,Branta canadensis,342,3,US-NY,Kings,L1099706,Floyd Bennett Field--Ecology Village Area,40.5863535,-73.8851488,2024-07-28,07:47 AM,eBird - Traveling Count,92,1,1.69,,5
S189254440,Canada Goose,Branta canadensis,342,5,US-NY,Kings,L1099702,Floyd Bennett Field--NE Corner,40.6036408,-73.8871765,2024-07-28,09:50 AM,eBird - Traveling Count,23,1,1.227,,5
S167245723,Canada Goose,Branta canadensis,342,4,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2024-04-05,09:49 AM,eBird - Traveling Count,69,1,1.586,,2
S168747425,Canada Goose,Branta canadensis,342,2,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2024-04-15,07:42 AM,eBird - Traveling Count,150,1,3.269,,2
S192855840,Canada Goose,Branta canadensis,342,27,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2024-08-26,07:23 AM,eBird - Traveling Count,204,1,5.214,,4,F Flyover
S208154017,Canada Goose,Branta canadensis,342,20,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2025-01-05,10:13 AM,eBird - Traveling Count,167,1,5.337,,2
S221578702,Canada Goose,Branta canadensis,342,7,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2025-03-29,10:35 AM,eBird - Traveling Count,126,1,3.793,,2
S232560603,Canada Goose,Branta canadensis,342,8,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2025-05-03,09:48 AM,eBird - Traveling Count,179,1,4.98,,1
S149248672,Canada Goose,Branta canadensis,342,X,US-NY,Kings,L10509078,Green-Wood Cemetery--Sylvan Water,40.6537472,-73.9986235,2023-05-13,06:58 AM,eBird - Traveling Count,143,0,2.09,,1
S248170643,Canada Goose,Branta canadensis,342,8,US-NY,Kings,L5282081,Kosciuszko Bridge (Kings Co.),40.7275027,-73.929401,2025-06-08,11:33 AM,eBird - Traveling Count,24,1,.905,,2
S286932003,Canada Goose,Branta canadensis,342,7,US-NY,Kings,L54545448,Manhattan Avenue Park,40.739298,-73.955096,2025-12-01,09:05 AM,eBird - Casual Observation,,0,,,2
S167182385,Canada Goose,Branta canadensis,342,3,US-NY,Kings,L2987636,Marsha P. Johnson SP (East River SP),40.7214782,-73.9620551,2024-04-04,05:29 PM,eBird - Traveling Count,11,1,.477,,1
S168442850,Canada Goose,Branta canadensis,342,2,US-NY,Kings,L2987636,Marsha P. Johnson SP (East River SP),40.7214782,-73.9620551,2024-04-13,02:14 PM,eBird - Traveling Count,8,1,.384,,2
S168468356,Canada Goose,Branta canadensis,342,11,US-NY,Kings,L2987624,McGolrick Park,40.7245046,-73.9433616,2024-04-13,05:44 PM,eBird - Traveling Count,31,1,.807,,2
S218732788,Canada Goose,Branta canadensis,342,15,US-NY,Kings,L2987624,McGolrick Park,40.7245046,-73.9433616,2025-03-11,05:45 PM,eBird - Traveling Count,15,1,.616,,1
S221269114,Canada Goose,Branta canadensis,342,5,US-NY,Kings,L2987624,McGolrick Park,40.7245046,-73.9433616,2025-03-28,07:18 AM,eBird - Traveling Count,119,1,.621,,5,F Flyover
S211221511,Canada Goose,Branta canadensis,342,3,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-01-30,08:30 AM,eBird - Casual Observation,,0,,,2
S214659057,Canada Goose,Branta canadensis,342,6,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-02-21,08:30 AM,eBird - Traveling Count,15,1,1.609,,2
S215671512,Canada Goose,Branta canadensis,342,2,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-02-27,08:20 AM,eBird - Traveling Count,15,1,.979,,2
S216856146,Canada Goose,Branta canadensis,342,2,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-03-06,08:06 AM,eBird - Traveling Count,7,1,1.073,,1
S218026949,Canada Goose,Branta canadensis,342,8,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-03-12,07:52 AM,eBird - Traveling Count,5,1,.582,,2
S227033528,Canada Goose,Branta canadensis,342,10,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-04-19,11:13 AM,eBird - Traveling Count,26,1,.431,,2
S228952388,Canada Goose,Branta canadensis,342,1,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-04-24,02:34 PM,eBird - Traveling Count,37,1,1.464,,2
S254521914,Canada Goose,Branta canadensis,342,5,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-06-27,08:15 AM,eBird - Traveling Count,8,1,.805,,2
S289216613,Canada Goose,Branta canadensis,342,20,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-12-11,07:56 AM,eBird - Casual Observation,,0,,,2
S288135936,Canada Goose,Branta canadensis,342,15,US-NY,Kings,L16441372,Newtown Creek Nature Walk,40.7362901,-73.9488846,2025-12-11,08:19 AM,eBird - Traveling Count,5,1,.805,,2
S162453459,Canada Goose,Branta canadensis,342,X,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-02-21,09:04 AM,eBird - Traveling Count,67,1,2.761,,2
S168632527,Canada Goose,Branta canadensis,342,8,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-14,01:35 PM,eBird - Traveling Count,84,1,.897,,2
S168772446,Canada Goose,Branta canadensis,342,17,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-15,11:16 AM,eBird - Traveling Count,93,1,1.151,,2
S139677575,Canada Goose,Branta canadensis,342,5,US-NY,Kings,L1149386,Prospect Park--Vale of Cashmere,40.6690561,-73.9683616,2023-05-28,06:16 PM,eBird - Traveling Count,95,1,3.805,,2
S196086589,Canada Goose,Branta canadensis,342,9,US-NY,Kings,L385839,Salt Marsh Nature Center at Marine Park,40.599946,-73.9243268,2024-09-22,07:44 AM,eBird - Traveling Count,187,1,2.829,,4,,,Great first day of fall! Multiple large mixed flocks of warblers. First of fall sightings of ruby crowned kinglets and white throated sparrows too
S193789075,Canada Goose,Branta canadensis,342,8,US-NY,Kings,L671525,Shirley Chisholm SP (Fountain Ave. Landfill),40.6472791,-73.8624734,2024-09-02,12:00 PM,eBird - Traveling Count,120,1,4.345,,4
S207829387,Canada Goose,Branta canadensis,342,50,US-NY,Kings,L671525,Shirley Chisholm SP (Fountain Ave. Landfill),40.6472791,-73.8624734,2025-01-03,09:31 AM,eBird - Traveling Count,110,1,4.188,,3
S165856379,Canada Goose,Branta canadensis,342,2,US-NY,Kings,L14060436,"West Street Waterfront, Brooklyn",40.7309779,-73.9621816,2024-03-24,02:12 PM,eBird - Stationary Count,8,0,,,2
S187018557,Canada Goose,Branta canadensis,342,2,US-CA,Los Angeles,L160935,Ballona Freshwater Marsh,33.9701285,-118.4305573,2024-07-14,11:33 AM,eBird - Traveling Count,83,1,2.401,,2,F Flyover
S187059430,Canada Goose,Branta canadensis,342,4,US-CA,Los Angeles,L597658,Malibu Lagoon--State Beach including Lagoon,34.0333857,-118.6822987,2024-07-14,05:13 PM,eBird - Traveling Count,52,1,.575,,2
S238957182,Canada Goose,Branta canadensis,342,8,US-OR,Marion,L285631,Detroit Flats,44.7290265,-122.1461259,2025-05-16,04:27 PM,eBird - Traveling Count,26,1,1.457,,2
S138905679,Canada Goose,Branta canadensis,342,1,US-TN,Moore,L24583080,Shiloh Bridge,35.124151,-86.332137,2023-05-22,08:37 AM,eBird - Traveling Count,584,0,12.155,,1
S206921399,Canada Goose,Branta canadensis,342,1,US-AL,Morgan,L3318667,Wheeler NWR--Crabtree Slough,34.5549306,-86.9547915,2024-12-28,12:09 PM,eBird - Stationary Count,2,1,,,2
S238359972,Canada Goose,Branta canadensis,342,10,US-OR,Multnomah,L792565,Crystal Springs Rhododendron Garden,45.4779708,-122.6364702,2025-05-15,12:39 PM,eBird - Traveling Count,72,1,1.758,,2
S238822408,Canada Goose,Branta canadensis,342,10,US-OR,Multnomah,L453974,Oaks Bottom Wildlife Refuge,45.4776166,-122.6553154,2025-05-16,07:48 AM,eBird - Traveling Count,35,1,4.667,,2
S207518864,Canada Goose,Branta canadensis,342,20,US-NY,Nassau,L1845933,Jones Beach SP--Field 10,40.6017384,-73.5144666,2025-01-01,02:06 PM,eBird - Traveling Count,20,1,.533,,2
S169922924,Canada Goose,Branta canadensis,342,5,US-NY,New York,L22009203,Central Park,40.77632,-73.969346,2024-04-23,08:16 AM,eBird - Traveling Count,38,1,.669,,2
S201926503,Canada Goose,Branta canadensis,342,30,US-NY,New York,L22926772,Central Park,40.782565,-73.965205,2024-11-09,12:25 PM,eBird - Traveling Count,119,1,3.237,,2
S170366725,Canada Goose,Branta canadensis,342,8,US-NY,New York,L278127,Central Park--Harlem Meer,40.7971185,-73.9523133,2024-04-26,10:38 AM,eBird - Traveling Count,67,1,1.618,,1
S220271864,Canada Goose,Branta canadensis,342,12,US-NY,New York,L278127,Central Park--Harlem Meer,40.7971185,-73.9523133,2025-03-23,11:02 AM,eBird - Traveling Count,28,1,.732,,3
S161215054,Canada Goose,Branta canadensis,342,X,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-02-11,10:08 AM,eBird - Traveling Count,14,1,.165,,2
S163619345,Canada Goose,Branta canadensis,342,X,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-03-03,02:20 PM,eBird - Traveling Count,120,1,2.778,,2
S167127900,Canada Goose,Branta canadensis,342,5,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-04-04,08:29 AM,eBird - Traveling Count,23,1,.965,,1
S168905391,Canada Goose,Branta canadensis,342,11,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-04-16,11:25 AM,eBird - Traveling Count,32,1,1.473,,1
S204207136,Canada Goose,Branta canadensis,342,20,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-12-01,12:36 PM,eBird - Traveling Count,61,1,2.546,,2
S210622297,Canada Goose,Branta canadensis,342,300,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2025-01-25,11:10 AM,eBird - Traveling Count,69,1,2.05,,2
S167980606,Canada Goose,Branta canadensis,342,4,US-NY,New York,L794140,Central Park--North End (N of 97th St. Transverse),40.796089,-73.9558947,2024-04-10,07:28 AM,eBird - Traveling Count,51,1,1.059,,1
